# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-07-01T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 54.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2018-07-01T03:45:00.0/2018-07-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T04:00:00.0/2018-07-01T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T04:15:00.0/2018-07-01T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T04:30:00.0/2018-07-01T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T04:45:00.0/2018-07-01T05:00:00.0;6.6760;1.3677;0.0363;1.3314;1.0339;1.3677;0.0363;1.3314;1.0339;0.5333
2018-07-01T05:00:00.0/2018-07-01T05:15:00.0;22.0247;5.6152;0.5004;5.1147;7.0320;5.6152;0.5004;5.1147;7.0320;0.5000
2018-07-01T05:15:00.0/2018-07-01T05:30:00.0;37.6147;11.5757;1.8693;9.7064;16.0115;11.5757;1.8693;9.7064;16.0115;0.9333
2018-07-01T05:30:00.0/2018-07-01T05:45:00.0;53.3743;19.1666;4.4384;14.7282;27.0915;19.1666;4.4384;14.7282;27.0915;1.0000
2018-07-01T05:45:00.0/2018-07-01T06:00:00.0;69.2360;28.2347;8.3437;19.8909;39.4412;28.2347;8.3437;19.8909;39.4411;1.0000
2018-07-01T06:00:00.0/2018-07-01T06:15:00.0;85.1320;38.5669;13.5945;24.9725;52.3824;38.5669;13.5945;24.9725;52.3824;1.0000
2018-07-01T06:15:00.0/2018-07-01T06:30:00.0;100.9942;49.9168;20.1071;29.8097;65.3928;49.9168;20.1071;29.8097;65.3928;1.0000
2018-07-01T06:30:00.0/2018-07-01T06:45:00.0;116.7547;62.0338;27.7414;34.2924;78.1039;62.0337;27.7414;34.2923;78.1039;1.0000
2018-07-01T06:45:00.0/2018-07-01T07:00:00.0;132.3458;74.7607;36.6080;38.1527;90.9569;74.7607;36.6080;38.1527;90.9568;1.0000
2018-07-01T07:00:00.0/2018-07-01T07:15:00.0;147.7009;87.9045;46.6894;41.2151;103.9868;87.9045;46.6894;41.2151;103.9868;1.0000
2018-07-01T07:15:00.0/2018-07-01T07:30:00.0;162.7542;101.1671;57.4374;43.7297;116.1246;101.1671;57.4374;43.7297;116.1246;1.0000
2018-07-01T07:30:00.0/2018-07-01T07:45:00.0;177.4413;113.9689;67.6795;46.2894;125.5558;113.9688;67.6795;46.2894;125.5558;1.0000
2018-07-01T07:45:00.0/2018-07-01T08:00:00.0;191.6991;126.0624;76.8425;49.2200;131.9640;126.0624;76.8424;49.2200;131.9640;1.0000
2018-07-01T08:00:00.0/2018-07-01T08:15:00.0;205.4667;137.8577;85.9083;51.9494;137.6567;137.8577;85.9083;51.9494;137.6567;1.0000
2018-07-01T08:15:00.0/2018-07-01T08:30:00.0;218.6850;149.2737;94.7879;54.4858;142.7116;149.2737;94.7879;54.4858;142.7116;1.0000
2018-07-01T08:30:00.0/2018-07-01T08:45:00.0;231.2975;160.2356;103.3968;56.8388;147.1901;160.2356;103.3968;56.8388;147.1901;1.0000
2018-07-01T08:45:00.0/2018-07-01T09:00:00.0;243.2500;170.6752;111.6581;59.0171;151.1447;170.6752;111.6581;59.0171;151.1447;1.0000
2018-07-01T09:00:00.0/2018-07-01T09:15:00.0;254.4915;180.5303;119.5017;61.0285;154.6204;180.5302;119.5017;61.0285;154.6204;1.0000
2018-07-01T09:15:00.0/2018-07-01T09:30:00.0;264.9737;189.7444;126.8640;62.8804;157.6557;189.7444;126.8639;62.8804;157.6557;1.0000
2018-07-01T09:30:00.0/2018-07-01T09:45:00.0;274.6518;198.2664;133.6873;64.5791;160.2835;198.2664;133.6873;64.5791;160.2835;1.0000
2018-07-01T09:45:00.0/2018-07-01T10:00:00.0;283.4842;206.0506;139.9204;66.1302;162.5318;206.0506;139.9204;66.1302;162.5318;1.0000
2018-07-01T10:00:00.0/2018-07-01T10:15:00.0;291.4331;213.0560;145.5176;67.5384;164.4247;213.0560;145.5176;67.5384;164.4247;0.7333
2018-07-01T10:15:00.0/2018-07-01T10:30:00.0;298.4645;219.2465;150.4389;68.8076;165.9821;219.2464;150.4389;68.8076;165.9821;0.9333
2018-07-01T10:30:00.0/2018-07-01T10:45:00.0;304.5482;224.5739;154.5953;69.9786;167.1619;224.5739;154.5953;69.9786;167.1619;1.0000
2018-07-01T10:45:00.0/2018-07-01T11:00:00.0;309.6582;229.0076;157.9442;71.0634;167.9655;229.0076;157.9442;71.0634;167.9655;1.0000
2018-07-01T11:00:00.0/2018-07-01T11:15:00.0;313.7725;232.5451;160.5275;72.0175;168.4748;232.5450;160.5275;72.0175;168.4748;1.0000
2018-07-01T11:15:00.0/2018-07-01T11:30:00.0;316.8735;235.1681;162.3277;72.8404;168.6972;235.1681;162.3277;72.8404;168.6972;1.0000
2018-07-01T11:30:00.0/2018-07-01T11:45:00.0;318.9479;236.8635;163.3501;73.5133;168.6558;236.8635;163.3501;73.5133;168.6558;1.0000
2018-07-01T11:45:00.0/2018-07-01T12:00:00.0;319.9868;237.6258;163.6895;73.9363;168.4574;237.6258;163.6895;73.9363;168.4574;1.0000
2018-07-01T12:00:00.0/2018-07-01T12:15:00.0;319.9857;237.4463;163.2451;74.2011;168.0005;237.4463;163.2451;74.2011;168.0005;1.0000
2018-07-01T12:15:00.0/2018-07-01T12:30:00.0;318.9447;236.3243;161.9986;74.3257;167.2614;236.3243;161.9986;74.3257;167.2614;1.0000
2018-07-01T12:30:00.0/2018-07-01T12:45:00.0;316.8681;234.2648;159.9591;74.3058;166.2374;234.0580;159.2220;74.8360;165.4686;1.0000
2018-07-01T12:45:00.0/2018-07-01T13:00:00.0;313.7649;231.2777;157.1413;74.1364;164.9235;226.5103;140.2018;86.3084;147.1486;1.0000
2018-07-01T13:00:00.0/2018-07-01T13:15:00.0;309.6483;227.3771;153.5655;73.8116;163.3123;227.2607;153.1530;74.1076;162.8764;1.0000
2018-07-01T13:15:00.0/2018-07-01T13:30:00.0;304.5358;222.5820;149.2574;73.3246;161.3942;222.5820;149.2574;73.3246;161.3942;1.0000
2018-07-01T13:30:00.0/2018-07-01T13:45:00.0;298.4495;216.9553;144.3274;72.6279;159.2449;216.9553;144.3274;72.6279;159.2449;1.0000
2018-07-01T13:45:00.0/2018-07-01T14:00:00.0;291.4153;210.5320;138.8245;71.7075;156.8689;210.5321;138.8246;71.7075;156.8689;1.0000
2018-07-01T14:00:00.0/2018-07-01T14:15:00.0;283.4633;203.2955;132.6910;70.6045;154.1422;194.5797;109.0939;85.4858;126.5750;1.0000
2018-07-01T14:15:00.0/2018-07-01T14:30:00.0;274.6277;195.2824;125.9730;69.3094;151.0439;192.3499;118.0767;74.2732;141.6822;1.0000
2018-07-01T14:30:00.0/2018-07-01T14:45:00.0;264.9461;186.5350;118.7233;67.8117;147.5502;175.3554;92.0877;83.2677;114.2055;1.0000
2018-07-01T14:45:00.0/2018-07-01T15:00:00.0;254.4601;177.1011;111.0012;66.0999;143.6343;173.3644;102.1618;71.2026;132.3582;1.0000
2018-07-01T15:00:00.0/2018-07-01T15:15:00.0;243.2145;167.0344;102.8725;64.1620;139.2665;167.0345;102.8725;64.1620;139.2665;1.0000
2018-07-01T15:15:00.0/2018-07-01T15:30:00.0;231.2576;156.3954;94.4102;61.9852;134.4136;156.3954;94.4102;61.9852;134.4136;1.0000
2018-07-01T15:30:00.0/2018-07-01T15:45:00.0;218.6404;145.2510;85.6945;59.5565;129.0390;145.2510;85.6945;59.5565;129.0390;1.0000
2018-07-01T15:45:00.0/2018-07-01T16:00:00.0;205.4170;133.6756;76.8126;56.8630;123.1025;130.5925;70.8484;59.7440;113.3334;1.0000
2018-07-01T16:00:00.0/2018-07-01T16:15:00.0;191.6441;121.7519;67.8598;53.8921;116.5606;103.4177;34.9864;68.4313;59.8947;1.0000
2018-07-01T16:15:00.0/2018-07-01T16:30:00.0;177.3805;109.5718;58.9395;50.6323;109.3670;85.7247;20.6533;65.0715;38.1996;1.0000
2018-07-01T16:30:00.0/2018-07-01T16:45:00.0;162.6873;97.2669;50.2124;47.0545;101.5743;49.1877;5.2072;43.9805;10.3294;1.0000
2018-07-01T16:45:00.0/2018-07-01T17:00:00.0;147.6276;84.9553;41.7936;43.1618;93.1487;40.3863;1.4224;38.9639;3.1779;1.0000
2018-07-01T17:00:00.0/2018-07-01T17:15:00.0;132.2657;72.7345;33.7497;38.9848;83.9314;32.7279;0.4043;32.3236;0.9905;1.0000
2018-07-01T17:15:00.0/2018-07-01T17:30:00.0;116.6674;60.7602;26.2288;34.5313;73.9148;31.9876;1.5751;30.4125;4.6057;1.0000
2018-07-01T17:30:00.0/2018-07-01T17:45:00.0;100.8995;49.2138;19.3920;29.8218;63.1425;25.5658;2.5031;23.0627;7.8942;1.0000
2018-07-01T17:45:00.0/2018-07-01T18:00:00.0;85.0295;38.3036;13.4070;24.8966;51.7403;13.9121;0.0012;13.9109;0.0046;1.0000
2018-07-01T18:00:00.0/2018-07-01T18:15:00.0;69.1254;28.2609;8.4358;19.8250;39.9594;18.6701;3.7816;14.8885;18.7759;1.0000
2018-07-01T18:15:00.0/2018-07-01T18:30:00.0;53.2552;19.3291;4.6107;14.7183;28.2252;12.6317;1.2376;11.3941;7.2676;1.0000
2018-07-01T18:30:00.0/2018-07-01T18:45:00.0;37.4869;11.7447;1.9981;9.7466;17.1895;6.6810;0.4036;6.2775;3.2276;1.0000
2018-07-01T18:45:00.0/2018-07-01T19:00:00.0;21.8881;5.7142;0.5518;5.1624;7.8153;1.2553;0.0000;1.2553;0.0000;0.5667
2018-07-01T19:00:00.0/2018-07-01T19:15:00.0;6.5678;1.3822;0.0424;1.3397;1.1552;0.3036;0.0000;0.3036;0.0000;0.5333
2018-07-01T19:15:00.0/2018-07-01T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T19:30:00.0/2018-07-01T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T19:45:00.0/2018-07-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:00:00.0/2018-07-01T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:15:00.0/2018-07-01T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:30:00.0/2018-07-01T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:45:00.0/2018-07-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T21:00:00.0/2018-07-01T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T21:15:00.0/2018-07-01T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T21:30:00.0/2018-07-01T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T21:45:00.0/2018-07-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T22:00:00.0/2018-07-01T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T22:15:00.0/2018-07-01T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T22:30:00.0/2018-07-01T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T22:45:00.0/2018-07-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T23:00:00.0/2018-07-01T23:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T23:15:00.0/2018-07-01T23:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T23:30:00.0/2018-07-01T23:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T23:45:00.0/2018-07-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T00:00:00.0/2018-07-02T00:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T00:15:00.0/2018-07-02T00:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T00:30:00.0/2018-07-02T00:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T00:45:00.0/2018-07-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T01:00:00.0/2018-07-02T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T01:15:00.0/2018-07-02T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T01:30:00.0/2018-07-02T01:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T01:45:00.0/2018-07-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T02:00:00.0/2018-07-02T02:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T02:15:00.0/2018-07-02T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T02:30:00.0/2018-07-02T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T02:45:00.0/2018-07-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T03:00:00.0/2018-07-02T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T03:15:00.0/2018-07-02T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T03:30:00.0/2018-07-02T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T03:45:00.0/2018-07-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T04:00:00.0/2018-07-02T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T04:15:00.0/2018-07-02T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T04:30:00.0/2018-07-02T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T04:45:00.0/2018-07-02T05:00:00.0;6.4661;1.3168;0.0270;1.2898;0.7489;0.1692;0.0000;0.1692;0.0000;0.5333
2018-07-02T05:00:00.0/2018-07-02T05:15:00.0;21.7811;5.4387;0.3981;5.0406;5.6464;0.6988;0.0000;0.6988;0.0000;0.5000
2018-07-02T05:15:00.0/2018-07-02T05:30:00.0;37.3781;11.0644;1.4786;9.5857;12.7541;3.2539;0.0446;3.2093;0.3450;0.9333
2018-07-02T05:30:00.0/2018-07-02T05:45:00.0;53.1449;18.0186;3.4063;14.6123;20.8984;13.0221;0.2223;12.7998;1.3951;1.0000
2018-07-02T05:45:00.0/2018-07-02T06:00:00.0;69.0140;26.1103;6.1708;19.9396;29.2833;18.3111;0.7720;17.5391;3.6942;1.0000
2018-07-02T06:00:00.0/2018-07-02T06:15:00.0;84.9173;35.1451;9.6858;25.4594;37.4356;22.0483;0.7049;21.3434;2.6522;1.0000
2018-07-02T06:15:00.0/2018-07-02T06:30:00.0;100.7868;44.9317;13.8316;31.1001;45.0941;26.2809;3.5176;22.7633;11.0274;1.0000
2018-07-02T06:30:00.0/2018-07-02T06:45:00.0;116.5545;55.2884;18.4806;36.8078;52.1360;49.8333;13.0777;36.7556;37.1960;1.0000
2018-07-02T06:45:00.0/2018-07-02T07:00:00.0;132.1529;66.0477;23.5104;42.5373;58.5224;60.6743;17.8251;42.8493;44.5039;1.0000
2018-07-02T07:00:00.0/2018-07-02T07:15:00.0;147.5152;77.0577;28.8081;48.2496;64.2601;57.9234;8.2764;49.6470;18.4717;1.0000
2018-07-02T07:15:00.0/2018-07-02T07:30:00.0;162.5755;88.1828;34.2708;53.9120;69.3775;79.4120;24.4871;54.9249;49.6190;1.0000
2018-07-02T07:30:00.0/2018-07-02T07:45:00.0;177.2694;99.5722;40.3093;59.2629;74.8350;68.3673;7.2313;61.1360;13.5555;1.0000
2018-07-02T07:45:00.0/2018-07-02T08:00:00.0;191.5339;111.1885;47.0630;64.1255;80.8769;77.6294;8.7020;68.9274;14.9153;1.0000
2018-07-02T08:00:00.0/2018-07-02T08:15:00.0;205.3079;122.6216;53.9287;68.6929;86.4666;87.4604;10.9503;76.5101;17.5614;1.0000
2018-07-02T08:15:00.0/2018-07-02T08:30:00.0;218.5324;133.7681;60.8088;72.9592;91.6048;92.4370;10.2362;82.2008;15.4269;1.0000
2018-07-02T08:30:00.0/2018-07-02T08:45:00.0;231.1509;144.5357;67.6131;76.9226;96.3005;102.1091;12.7387;89.3704;18.1339;1.0000
2018-07-02T08:45:00.0/2018-07-02T09:00:00.0;243.1090;154.8412;74.2576;80.5837;100.5665;99.7158;9.7906;89.9252;13.2960;1.0000
2018-07-02T09:00:00.0/2018-07-02T09:15:00.0;254.3558;164.6102;80.6648;83.9454;104.4173;85.9516;6.0342;79.9174;7.8177;1.0000
2018-07-02T09:15:00.0/2018-07-02T09:30:00.0;264.8430;173.7759;86.7636;87.0123;107.8679;79.2372;3.4507;75.7865;4.2895;1.0000
2018-07-02T09:30:00.0/2018-07-02T09:45:00.0;274.5256;182.2790;92.4893;89.7897;110.9334;99.3921;8.8565;90.5355;10.5989;1.0000
2018-07-02T09:45:00.0/2018-07-02T10:00:00.0;283.3622;190.0672;97.7834;92.2838;113.6280;125.8407;13.7698;112.0709;15.9958;1.0000
2018-07-02T10:00:00.0/2018-07-02T10:15:00.0;291.3149;197.0947;102.5936;94.5011;115.9648;127.1260;13.8527;113.2733;15.6658;0.7333
2018-07-02T10:15:00.0/2018-07-02T10:30:00.0;298.3496;203.3215;106.8738;96.4478;117.9559;114.9745;11.7191;103.2554;12.9357;0.9333
2018-07-02T10:30:00.0/2018-07-02T10:45:00.0;304.4362;208.6640;110.4157;98.2483;119.4305;123.3399;15.1910;108.1489;16.4197;1.0000
2018-07-02T10:45:00.0/2018-07-02T11:00:00.0;309.5486;213.0852;113.1518;99.9334;120.3695;147.4848;22.7364;124.7484;24.1904;1.0000
2018-07-02T11:00:00.0/2018-07-02T11:15:00.0;313.6648;216.6181;115.2472;101.3709;120.9902;135.6777;20.4813;115.1965;21.4927;1.0000
2018-07-02T11:15:00.0/2018-07-02T11:30:00.0;316.7672;219.2433;116.6834;102.5599;121.2986;132.4850;18.1089;114.3761;18.8257;1.0000
2018-07-02T11:30:00.0/2018-07-02T11:45:00.0;318.8426;220.9459;117.4475;103.4985;121.2984;131.5151;17.2427;114.2723;17.8134;1.0000
2018-07-02T11:45:00.0/2018-07-02T12:00:00.0;319.8820;221.7160;117.5324;104.1835;120.9918;132.9980;30.9703;102.0277;31.8712;1.0000
